날짜,년도,월,일,지점,평균기온,최저기온,최고기온,폭염여부,일교차,온열질환_환자수
2021-05-20,2021.0,5.0,20.0,강원도,16.3,13.15,21.2,0,8.049999999999999,0
2021-05-21,2021.0,5.0,21.0,강원도,14.1,12.1,16.65,0,4.549999999999999,0
2021-05-22,2021.0,5.0,22.0,강원도,19.2,12.1,26.450000000000003,0,14.350000000000003,0
2021-05-23,2021.0,5.0,23.0,강원도,20.85,14.3,27.25,0,12.95,0
2021-05-24,2021.0,5.0,24.0,강원도,19.1,14.65,24.1,0,9.450000000000001,0
2021-05-25,2021.0,5.0,25.0,강원도,13.25,10.25,17.9,0,7.649999999999999,0
2021-05-26,2021.0,5.0,26.0,강원도,16.85,9.05,23.75,0,14.7,0
2021-05-27,2021.0,5.0,27.0,강원도,15.1,12.5,18.95,0,6.449999999999999,0
2021-05-28,2021.0,5.0,28.0,강원도,14.05,10.95,18.85,0,7.900000000000002,0
2021-05-29,2021.0,5.0,29.0,강원도,15.0,11.3,19.85,0,8.55,0
2021-05-30,2021.0,5.0,30.0,강원도,16.85,10.15,23.75,0,13.6,0
2021-05-31,2021.0,5.0,31.0,강원도,16.65,14.0,20.75,0,6.75,0
2021-06-01,2021.0,6.0,1.0,강원도,18.15,13.95,23.05,0,9.100000000000001,0
2021-06-02,2021.0,6.0,2.0,강원도,20.0,14.5,26.700000000000003,0,12.200000000000003,0
2021-06-03,2021.0,6.0,3.0,강원도,17.35,13.65,21.8,0,8.15,0
2021-06-04,2021.0,6.0,4.0,강원도,18.55,12.0,24.35,0,12.350000000000001,0
2021-06-05,2021.0,6.0,5.0,강원도,20.15,15.35,25.65,0,10.299999999999999,0
2021-06-06,2021.0,6.0,6.0,강원도,21.55,15.6,27.3,0,11.700000000000001,0
2021-06-07,2021.0,6.0,7.0,강원도,21.6,17.200000000000003,26.65,0,9.449999999999996,0
2021-06-08,2021.0,6.0,8.0,강원도,20.55,16.75,25.85,0,9.100000000000001,1
2021-06-09,2021.0,6.0,9.0,강원도,21.8,15.9,28.35,0,12.450000000000001,1
2021-06-10,2021.0,6.0,10.0,강원도,21.6,17.1,26.8,0,9.7,0
2021-06-11,2021.0,6.0,11.0,강원도,21.65,18.15,25.6,0,7.450000000000003,0
2021-06-12,2021.0,6.0,12.0,강원도,22.35,17.200000000000003,28.25,0,11.049999999999997,2
2021-06-13,2021.0,6.0,13.0,강원도,21.9,16.1,28.15,0,12.049999999999997,0
2021-06-14,2021.0,6.0,14.0,강원도,21.15,16.1,26.8,0,10.7,0
2021-06-15,2021.0,6.0,15.0,강원도,20.1,18.7,22.35,0,3.650000000000002,0
2021-06-16,2021.0,6.0,16.0,강원도,19.05,16.55,21.95,0,5.399999999999999,0
2021-06-17,2021.0,6.0,17.0,강원도,18.6,15.2,22.05,0,6.850000000000001,0
2021-06-18,2021.0,6.0,18.0,강원도,20.85,17.75,24.6,0,6.850000000000001,0
2021-06-19,2021.0,6.0,19.0,강원도,21.1,16.6,26.45,0,9.849999999999998,0
2021-06-20,2021.0,6.0,20.0,강원도,21.75,15.5,27.9,0,12.399999999999999,0
2021-06-21,2021.0,6.0,21.0,강원도,19.6,16.6,24.450000000000003,0,7.850000000000001,0
2021-06-22,2021.0,6.0,22.0,강원도,17.8,15.55,21.75,0,6.199999999999999,0
2021-06-23,2021.0,6.0,23.0,강원도,18.200000000000003,15.05,22.5,0,7.449999999999999,0
2021-06-24,2021.0,6.0,24.0,강원도,20.4,14.65,25.95,0,11.299999999999999,0
2021-06-25,2021.0,6.0,25.0,강원도,21.65,17.05,27.15,0,10.099999999999998,1
2021-06-26,2021.0,6.0,26.0,강원도,20.0,17.85,22.950000000000003,0,5.100000000000001,0
2021-06-27,2021.0,6.0,27.0,강원도,21.4,17.6,26.35,0,8.75,0
2021-06-28,2021.0,6.0,28.0,강원도,21.15,18.35,25.3,0,6.949999999999999,1
2021-06-29,2021.0,6.0,29.0,강원도,21.5,17.049999999999997,27.0,0,9.950000000000003,0
2021-06-30,2021.0,6.0,30.0,강원도,21.4,19.0,25.35,0,6.350000000000001,0
2021-07-01,2021.0,7.0,1.0,강원도,23.0,18.0,28.75,0,10.75,1
2021-07-02,2021.0,7.0,2.0,강원도,22.200000000000003,19.2,26.5,0,7.300000000000001,0
2021-07-03,2021.0,7.0,3.0,강원도,20.15,18.5,23.1,0,4.600000000000001,0
2021-07-04,2021.0,7.0,4.0,강원도,20.95,18.9,23.0,0,4.100000000000001,0
2021-07-05,2021.0,7.0,5.0,강원도,22.700000000000003,18.5,27.450000000000003,0,8.950000000000003,0
2021-07-06,2021.0,7.0,6.0,강원도,23.4,19.2,28.3,0,9.100000000000001,2
2021-07-07,2021.0,7.0,7.0,강원도,24.05,20.200000000000003,28.1,0,7.899999999999999,0
2021-07-08,2021.0,7.0,8.0,강원도,23.9,21.05,28.700000000000003,0,7.650000000000002,0
2021-07-09,2021.0,7.0,9.0,강원도,23.4,20.45,27.85,0,7.400000000000002,0
2021-07-10,2021.0,7.0,10.0,강원도,23.05,20.15,28.05,0,7.900000000000002,0
2021-07-11,2021.0,7.0,11.0,강원도,24.85,21.3,29.3,0,8.0,0
2021-07-12,2021.0,7.0,12.0,강원도,26.0,21.85,31.3,0,9.45,0
2021-07-13,2021.0,7.0,13.0,강원도,26.4,21.95,31.6,0,9.650000000000002,1
2021-07-14,2021.0,7.0,14.0,강원도,26.7,22.85,31.7,0,8.849999999999998,7
2021-07-15,2021.0,7.0,15.0,강원도,26.200000000000003,22.85,31.200000000000003,0,8.350000000000001,1
2021-07-16,2021.0,7.0,16.0,강원도,25.6,21.450000000000003,31.65,0,10.199999999999996,1
2021-07-17,2021.0,7.0,17.0,강원도,24.75,20.75,29.200000000000003,0,8.450000000000003,0
2021-07-18,2021.0,7.0,18.0,강원도,25.65,21.05,31.0,0,9.95,2
2021-07-19,2021.0,7.0,19.0,강원도,25.6,21.65,30.8,0,9.150000000000002,0
2021-07-20,2021.0,7.0,20.0,강원도,26.05,21.8,31.700000000000003,0,9.900000000000002,3
2021-07-21,2021.0,7.0,21.0,강원도,26.4,21.700000000000003,32.7,0,11.0,0
2021-07-22,2021.0,7.0,22.0,강원도,26.05,20.3,32.35,0,12.05,1
2021-07-23,2021.0,7.0,23.0,강원도,26.8,20.9,32.95,0,12.050000000000004,4
2021-07-24,2021.0,7.0,24.0,강원도,26.85,21.700000000000003,33.1,1,11.399999999999999,1
2021-07-25,2021.0,7.0,25.0,강원도,26.75,21.15,32.75,0,11.600000000000001,2
2021-07-26,2021.0,7.0,26.0,강원도,27.15,22.55,32.4,0,9.849999999999998,2
2021-07-27,2021.0,7.0,27.0,강원도,27.0,22.45,32.65,0,10.2,1
2021-07-28,2021.0,7.0,28.0,강원도,26.5,21.15,32.25,0,11.100000000000001,2
2021-07-29,2021.0,7.0,29.0,강원도,26.950000000000003,21.95,32.5,0,10.55,1
2021-07-30,2021.0,7.0,30.0,강원도,27.85,23.05,33.650000000000006,1,10.600000000000005,1
2021-07-31,2021.0,7.0,31.0,강원도,28.0,23.85,33.45,1,9.600000000000001,3
2021-08-01,2021.0,8.0,1.0,강원도,26.25,23.75,31.45,0,7.699999999999999,0
2021-08-02,2021.0,8.0,2.0,강원도,25.9,23.700000000000003,30.15,0,6.449999999999996,1
2021-08-03,2021.0,8.0,3.0,강원도,26.7,23.35,31.75,0,8.399999999999999,2
2021-08-04,2021.0,8.0,4.0,강원도,27.9,24.0,33.0,1,9.0,1
2021-08-05,2021.0,8.0,5.0,강원도,27.85,23.2,33.55,1,10.349999999999998,2
2021-08-06,2021.0,8.0,6.0,강원도,26.35,22.55,32.85,0,10.3,2
2021-08-07,2021.0,8.0,7.0,강원도,25.75,21.9,30.85,0,8.950000000000003,0
2021-08-08,2021.0,8.0,8.0,강원도,23.950000000000003,21.55,28.15,0,6.599999999999998,0
2021-08-09,2021.0,8.0,9.0,강원도,23.55,20.45,27.45,0,7.0,1
2021-08-10,2021.0,8.0,10.0,강원도,22.9,19.1,28.3,0,9.2,0
2021-08-11,2021.0,8.0,11.0,강원도,23.8,20.0,29.200000000000003,0,9.200000000000003,0
2021-08-12,2021.0,8.0,12.0,강원도,23.9,20.65,28.3,0,7.650000000000002,0
2021-08-13,2021.0,8.0,13.0,강원도,23.55,20.9,27.0,0,6.100000000000001,0
2021-08-14,2021.0,8.0,14.0,강원도,21.9,19.85,24.55,0,4.699999999999999,0
2021-08-15,2021.0,8.0,15.0,강원도,21.85,18.65,26.1,0,7.450000000000003,0
2021-08-16,2021.0,8.0,16.0,강원도,22.15,18.15,26.5,0,8.350000000000001,0
2021-08-17,2021.0,8.0,17.0,강원도,21.3,18.55,24.85,0,6.300000000000001,0
2021-08-18,2021.0,8.0,18.0,강원도,21.200000000000003,18.8,24.6,0,5.800000000000001,0
2021-08-19,2021.0,8.0,19.0,강원도,21.55,17.95,25.8,0,7.850000000000001,1
2021-08-20,2021.0,8.0,20.0,강원도,23.0,18.8,28.0,0,9.2,0
2021-08-21,2021.0,8.0,21.0,강원도,22.55,19.65,26.1,0,6.450000000000003,0
2021-08-22,2021.0,8.0,22.0,강원도,23.95,21.45,27.25,0,5.800000000000001,0
2021-08-23,2021.0,8.0,23.0,강원도,21.2,18.85,24.15,0,5.299999999999997,0
2021-08-24,2021.0,8.0,24.0,강원도,21.9,19.5,24.55,0,5.050000000000001,0
2021-08-25,2021.0,8.0,25.0,강원도,22.1,20.45,24.55,0,4.100000000000001,0
2021-08-26,2021.0,8.0,26.0,강원도,23.450000000000003,19.55,27.5,0,7.949999999999999,0
2021-08-27,2021.0,8.0,27.0,강원도,21.700000000000003,18.75,24.75,0,6.0,0
2021-08-28,2021.0,8.0,28.0,강원도,22.950000000000003,18.25,28.450000000000003,0,10.200000000000003,0
2021-08-29,2021.0,8.0,29.0,강원도,22.2,18.950000000000003,26.65,0,7.699999999999996,1
2021-08-30,2021.0,8.0,30.0,강원도,22.15,18.35,27.6,0,9.25,0
2021-08-31,2021.0,8.0,31.0,강원도,19.45,16.7,23.35,0,6.650000000000002,0
2021-09-01,2021.0,9.0,1.0,강원도,19.0,16.9,21.2,0,4.300000000000001,0
2021-09-02,2021.0,9.0,2.0,강원도,20.35,16.9,24.65,0,7.75,0
2021-09-03,2021.0,9.0,3.0,강원도,20.3,16.25,25.4,0,9.149999999999999,0
2021-09-04,2021.0,9.0,4.0,강원도,19.1,14.5,24.65,0,10.149999999999999,0
2021-09-05,2021.0,9.0,5.0,강원도,19.75,15.35,24.45,0,9.1,0
2021-09-06,2021.0,9.0,6.0,강원도,20.4,16.85,24.25,0,7.399999999999999,0
2021-09-07,2021.0,9.0,7.0,강원도,18.700000000000003,16.700000000000003,20.9,0,4.199999999999996,0
2021-09-08,2021.0,9.0,8.0,강원도,20.35,17.299999999999997,25.05,0,7.7500000000000036,1
2021-09-09,2021.0,9.0,9.0,강원도,21.1,16.1,27.3,0,11.2,0
2021-09-10,2021.0,9.0,10.0,강원도,21.25,16.85,26.85,0,10.0,0
2021-09-11,2021.0,9.0,11.0,강원도,22.3,17.3,28.05,0,10.75,1
2021-09-12,2021.0,9.0,12.0,강원도,21.25,16.35,27.4,0,11.049999999999997,0
2021-09-13,2021.0,9.0,13.0,강원도,21.05,16.8,26.35,0,9.55,0
2021-09-14,2021.0,9.0,14.0,강원도,20.25,15.3,25.6,0,10.3,0
2021-09-15,2021.0,9.0,15.0,강원도,19.8,16.25,24.35,0,8.100000000000001,0
2021-09-16,2021.0,9.0,16.0,강원도,19.55,14.5,24.75,0,10.25,0
2021-09-17,2021.0,9.0,17.0,강원도,19.15,16.75,22.4,0,5.649999999999999,0
2021-09-18,2021.0,9.0,18.0,강원도,19.95,15.75,25.35,0,9.600000000000001,0
2021-09-19,2021.0,9.0,19.0,강원도,19.55,15.25,24.6,0,9.350000000000001,0
2021-09-20,2021.0,9.0,20.0,강원도,20.3,14.9,25.950000000000003,0,11.050000000000002,0
2021-09-21,2021.0,9.0,21.0,강원도,20.9,17.55,25.7,0,8.149999999999999,0
2021-09-22,2021.0,9.0,22.0,강원도,20.25,17.2,24.5,0,7.300000000000001,0
2021-09-23,2021.0,9.0,23.0,강원도,19.0,15.1,23.25,0,8.15,0
2021-09-24,2021.0,9.0,24.0,강원도,18.15,13.7,23.3,0,9.600000000000001,0
2021-09-25,2021.0,9.0,25.0,강원도,17.85,15.7,20.4,0,4.699999999999999,0
2021-09-26,2021.0,9.0,26.0,강원도,18.7,15.2,23.9,0,8.7,0
2021-09-27,2021.0,9.0,27.0,강원도,18.0,14.8,22.6,0,7.800000000000001,0
2021-09-28,2021.0,9.0,28.0,강원도,18.95,15.6,23.05,0,7.450000000000001,0
2021-09-29,2021.0,9.0,29.0,강원도,18.55,16.35,21.2,0,4.849999999999998,0
2021-09-30,2021.0,9.0,30.0,강원도,18.7,14.4,25.1,0,10.700000000000001,0
2022-05-20,2022.0,5.0,20.0,강원도,20.25,14.75,26.4,0,11.649999999999999,1
2022-05-21,2022.0,5.0,21.0,강원도,21.05,14.25,27.15,0,12.899999999999999,0
2022-05-22,2022.0,5.0,22.0,강원도,19.05,13.85,25.15,0,11.299999999999999,0
2022-05-23,2022.0,5.0,23.0,강원도,20.55,12.7,28.05,0,15.350000000000001,0
2022-05-24,2022.0,5.0,24.0,강원도,22.8,15.9,30.4,0,14.499999999999998,0
2022-05-25,2022.0,5.0,25.0,강원도,21.200000000000003,14.4,28.05,0,13.65,1
2022-05-26,2022.0,5.0,26.0,강원도,18.450000000000003,13.45,23.15,0,9.7,0
2022-05-27,2022.0,5.0,27.0,강원도,18.35,14.65,23.15,0,8.499999999999998,0
2022-05-28,2022.0,5.0,28.0,강원도,22.1,12.7,30.1,0,17.400000000000002,1
2022-05-29,2022.0,5.0,29.0,강원도,21.6,14.2,28.8,0,14.600000000000001,0
2022-05-30,2022.0,5.0,30.0,강원도,18.15,14.45,22.8,0,8.350000000000001,0
2022-05-31,2022.0,5.0,31.0,강원도,19.65,11.85,26.3,0,14.450000000000001,0
2022-06-01,2022.0,6.0,1.0,강원도,20.5,13.1,27.65,0,14.549999999999999,1
2022-06-02,2022.0,6.0,2.0,강원도,20.85,12.35,28.2,0,15.85,0
2022-06-03,2022.0,6.0,3.0,강원도,19.45,14.95,25.5,0,10.55,0
2022-06-04,2022.0,6.0,4.0,강원도,19.85,14.85,25.950000000000003,0,11.100000000000003,0
2022-06-05,2022.0,6.0,5.0,강원도,18.25,16.35,21.8,0,5.449999999999999,0
2022-06-06,2022.0,6.0,6.0,강원도,14.8,12.25,17.950000000000003,0,5.700000000000003,0
2022-06-07,2022.0,6.0,7.0,강원도,14.25,11.0,17.45,0,6.449999999999999,0
2022-06-08,2022.0,6.0,8.0,강원도,16.1,11.05,21.05,0,10.0,0
2022-06-09,2022.0,6.0,9.0,강원도,16.5,12.55,21.6,0,9.05,0
2022-06-10,2022.0,6.0,10.0,강원도,19.15,13.85,25.200000000000003,0,11.350000000000003,0
2022-06-11,2022.0,6.0,11.0,강원도,18.55,14.9,23.450000000000003,0,8.550000000000002,0
2022-06-12,2022.0,6.0,12.0,강원도,19.15,13.5,24.9,0,11.399999999999999,0
2022-06-13,2022.0,6.0,13.0,강원도,18.95,16.6,23.4,0,6.799999999999997,0
2022-06-14,2022.0,6.0,14.0,강원도,16.8,14.2,19.8,0,5.600000000000001,0
2022-06-15,2022.0,6.0,15.0,강원도,15.3,13.0,17.8,0,4.800000000000001,0
2022-06-16,2022.0,6.0,16.0,강원도,18.95,14.9,23.35,0,8.450000000000001,0
2022-06-17,2022.0,6.0,17.0,강원도,22.5,16.15,29.0,0,12.850000000000001,1
2022-06-18,2022.0,6.0,18.0,강원도,24.1,19.9,28.25,0,8.350000000000001,0
2022-06-19,2022.0,6.0,19.0,강원도,24.1,20.6,28.75,0,8.149999999999999,0
2022-06-20,2022.0,6.0,20.0,강원도,24.5,20.0,30.1,0,10.100000000000001,2
2022-06-21,2022.0,6.0,21.0,강원도,24.450000000000003,19.05,30.55,0,11.5,1
2022-06-22,2022.0,6.0,22.0,강원도,24.95,19.75,30.75,0,11.0,0
2022-06-23,2022.0,6.0,23.0,강원도,23.1,19.4,27.15,0,7.75,0
2022-06-24,2022.0,6.0,24.0,강원도,24.55,21.4,28.25,0,6.850000000000001,0
2022-06-25,2022.0,6.0,25.0,강원도,26.55,20.5,32.0,0,11.5,0
2022-06-26,2022.0,6.0,26.0,강원도,25.9,21.700000000000003,29.5,0,7.799999999999997,0
2022-06-27,2022.0,6.0,27.0,강원도,25.5,23.2,28.65,0,5.449999999999999,0
2022-06-28,2022.0,6.0,28.0,강원도,27.3,24.25,29.3,0,5.050000000000001,0
2022-06-29,2022.0,6.0,29.0,강원도,26.15,23.65,28.75,0,5.100000000000001,0
2022-06-30,2022.0,6.0,30.0,강원도,22.5,20.9,25.55,0,4.650000000000002,1
2022-07-01,2022.0,7.0,1.0,강원도,26.0,20.9,31.65,0,10.75,0
2022-07-02,2022.0,7.0,2.0,강원도,26.25,21.05,32.5,0,11.45,11
2022-07-03,2022.0,7.0,3.0,강원도,27.1,21.55,33.1,1,11.55,6
2022-07-04,2022.0,7.0,4.0,강원도,26.4,22.6,31.75,0,9.149999999999999,4
2022-07-05,2022.0,7.0,5.0,강원도,25.65,22.4,31.4,0,9.0,2
2022-07-06,2022.0,7.0,6.0,강원도,25.8,22.5,29.85,0,7.350000000000001,1
2022-07-07,2022.0,7.0,7.0,강원도,27.15,23.85,30.8,0,6.949999999999999,0
2022-07-08,2022.0,7.0,8.0,강원도,26.5,23.6,29.85,0,6.25,1
2022-07-09,2022.0,7.0,9.0,강원도,25.9,23.15,30.0,0,6.850000000000001,0
2022-07-10,2022.0,7.0,10.0,강원도,25.3,22.45,29.55,0,7.100000000000001,0
2022-07-11,2022.0,7.0,11.0,강원도,23.3,20.85,27.85,0,7.0,0
2022-07-12,2022.0,7.0,12.0,강원도,22.7,19.7,26.950000000000003,0,7.2500000000000036,0
2022-07-13,2022.0,7.0,13.0,강원도,22.15,20.9,23.8,0,2.900000000000002,0
2022-07-14,2022.0,7.0,14.0,강원도,23.4,20.65,27.1,0,6.450000000000003,0
2022-07-15,2022.0,7.0,15.0,강원도,23.25,19.45,29.0,0,9.55,0
2022-07-16,2022.0,7.0,16.0,강원도,22.9,19.65,27.6,0,7.950000000000003,0
2022-07-17,2022.0,7.0,17.0,강원도,23.35,20.3,27.200000000000003,0,6.900000000000002,0
2022-07-18,2022.0,7.0,18.0,강원도,24.2,21.0,28.65,0,7.649999999999999,0
2022-07-19,2022.0,7.0,19.0,강원도,25.0,21.2,30.0,0,8.8,0
2022-07-20,2022.0,7.0,20.0,강원도,25.7,22.45,30.25,0,7.800000000000001,0
2022-07-21,2022.0,7.0,21.0,강원도,21.200000000000003,19.85,23.65,0,3.799999999999997,0
2022-07-22,2022.0,7.0,22.0,강원도,22.0,19.8,26.05,0,6.25,0
2022-07-23,2022.0,7.0,23.0,강원도,22.7,19.2,27.2,0,8.0,0
2022-07-24,2022.0,7.0,24.0,강원도,23.5,20.8,28.05,0,7.25,0
2022-07-25,2022.0,7.0,25.0,강원도,24.85,21.2,29.9,0,8.7,1
2022-07-26,2022.0,7.0,26.0,강원도,24.8,20.6,30.05,0,9.45,3
2022-07-27,2022.0,7.0,27.0,강원도,24.700000000000003,20.3,29.65,0,9.349999999999998,1
2022-07-28,2022.0,7.0,28.0,강원도,25.0,21.0,29.35,0,8.350000000000001,0
2022-07-29,2022.0,7.0,29.0,강원도,26.5,22.700000000000003,31.65,0,8.949999999999996,2
2022-07-30,2022.0,7.0,30.0,강원도,26.25,22.9,30.85,0,7.950000000000003,0
2022-07-31,2022.0,7.0,31.0,강원도,25.05,23.8,27.05,0,3.25,0
2022-08-01,2022.0,8.0,1.0,강원도,26.25,23.8,29.75,0,5.949999999999999,1
2022-08-02,2022.0,8.0,2.0,강원도,26.2,24.5,29.45,0,4.949999999999999,0
2022-08-03,2022.0,8.0,3.0,강원도,27.0,24.4,29.9,0,5.5,0
2022-08-04,2022.0,8.0,4.0,강원도,27.5,24.35,32.05,0,7.699999999999996,1
2022-08-05,2022.0,8.0,5.0,강원도,28.5,24.65,32.6,0,7.950000000000003,1
2022-08-06,2022.0,8.0,6.0,강원도,28.5,25.700000000000003,33.05,1,7.349999999999994,6
2022-08-07,2022.0,8.0,7.0,강원도,28.35,25.25,32.2,0,6.950000000000003,4
2022-08-08,2022.0,8.0,8.0,강원도,26.35,24.35,28.85,0,4.5,0
2022-08-09,2022.0,8.0,9.0,강원도,24.35,21.65,27.4,0,5.75,0
2022-08-10,2022.0,8.0,10.0,강원도,23.45,20.25,27.25,0,7.0,0
2022-08-11,2022.0,8.0,11.0,강원도,23.95,21.95,26.8,0,4.850000000000001,1
2022-08-12,2022.0,8.0,12.0,강원도,25.8,21.15,31.200000000000003,0,10.050000000000004,1
2022-08-13,2022.0,8.0,13.0,강원도,23.85,20.15,26.65,0,6.5,0
2022-08-14,2022.0,8.0,14.0,강원도,25.4,22.7,29.45,0,6.75,0
2022-08-15,2022.0,8.0,15.0,강원도,27.2,24.1,29.6,0,5.5,0
2022-08-16,2022.0,8.0,16.0,강원도,26.0,22.450000000000003,30.15,0,7.699999999999996,0
2022-08-17,2022.0,8.0,17.0,강원도,22.9,20.05,27.45,0,7.399999999999999,0
2022-08-18,2022.0,8.0,18.0,강원도,23.65,19.200000000000003,28.65,0,9.449999999999996,0
2022-08-19,2022.0,8.0,19.0,강원도,24.35,21.200000000000003,26.85,0,5.649999999999999,0
2022-08-20,2022.0,8.0,20.0,강원도,24.55,20.9,29.4,0,8.5,2
2022-08-21,2022.0,8.0,21.0,강원도,24.05,19.3,29.65,0,10.349999999999998,1
2022-08-22,2022.0,8.0,22.0,강원도,24.8,19.950000000000003,29.5,0,9.549999999999997,1
2022-08-23,2022.0,8.0,23.0,강원도,23.2,19.85,27.5,0,7.649999999999999,0
2022-08-24,2022.0,8.0,24.0,강원도,21.3,18.4,24.8,0,6.400000000000002,0
2022-08-25,2022.0,8.0,25.0,강원도,20.85,17.549999999999997,24.25,0,6.700000000000003,0
2022-08-26,2022.0,8.0,26.0,강원도,22.55,17.700000000000003,27.8,0,10.099999999999998,0
2022-08-27,2022.0,8.0,27.0,강원도,20.3,15.05,24.95,0,9.899999999999999,0
2022-08-28,2022.0,8.0,28.0,강원도,19.3,12.95,25.8,0,12.850000000000001,0
2022-08-29,2022.0,8.0,29.0,강원도,18.55,16.450000000000003,21.25,0,4.799999999999997,0
2022-08-30,2022.0,8.0,30.0,강원도,17.95,16.5,19.15,0,2.6499999999999986,0
2022-08-31,2022.0,8.0,31.0,강원도,19.1,17.0,21.950000000000003,0,4.950000000000003,0
2022-09-01,2022.0,9.0,1.0,강원도,20.45,15.3,27.1,0,11.8,0
2022-09-02,2022.0,9.0,2.0,강원도,20.4,14.75,26.15,0,11.399999999999999,0
2022-09-03,2022.0,9.0,3.0,강원도,20.65,16.55,25.25,0,8.7,0
2022-09-04,2022.0,9.0,4.0,강원도,20.8,18.1,23.55,0,5.449999999999999,0
2022-09-05,2022.0,9.0,5.0,강원도,19.5,17.0,23.25,0,6.25,0
2022-09-06,2022.0,9.0,6.0,강원도,19.65,15.95,24.85,0,8.900000000000002,0
2022-09-07,2022.0,9.0,7.0,강원도,20.2,14.45,27.1,0,12.650000000000002,0
2022-09-08,2022.0,9.0,8.0,강원도,19.5,13.6,26.65,0,13.049999999999999,0
2022-09-09,2022.0,9.0,9.0,강원도,19.1,13.15,26.9,0,13.749999999999998,0
2022-09-10,2022.0,9.0,10.0,강원도,19.5,13.6,25.200000000000003,0,11.600000000000003,0
2022-09-11,2022.0,9.0,11.0,강원도,20.75,18.15,24.35,0,6.200000000000003,0
2022-09-12,2022.0,9.0,12.0,강원도,21.35,17.95,26.450000000000003,0,8.500000000000004,0
2022-09-13,2022.0,9.0,13.0,강원도,21.45,18.700000000000003,24.85,0,6.149999999999999,0
2022-09-14,2022.0,9.0,14.0,강원도,21.5,19.1,25.15,0,6.049999999999997,0
2022-09-15,2022.0,9.0,15.0,강원도,21.6,18.4,26.3,0,7.900000000000002,0
2022-09-16,2022.0,9.0,16.0,강원도,22.75,18.4,28.25,0,9.850000000000001,0
2022-09-17,2022.0,9.0,17.0,강원도,24.15,20.45,29.1,0,8.650000000000002,1
2022-09-18,2022.0,9.0,18.0,강원도,23.25,20.85,26.35,0,5.5,0
2022-09-19,2022.0,9.0,19.0,강원도,19.6,15.45,23.200000000000003,0,7.7500000000000036,0
2022-09-20,2022.0,9.0,20.0,강원도,15.25,11.35,19.55,0,8.200000000000001,0
2022-09-21,2022.0,9.0,21.0,강원도,15.25,9.65,22.3,0,12.65,0
2022-09-22,2022.0,9.0,22.0,강원도,16.1,9.45,23.05,0,13.600000000000001,0
2022-09-23,2022.0,9.0,23.0,강원도,16.75,11.95,24.1,0,12.150000000000002,0
2022-09-24,2022.0,9.0,24.0,강원도,16.0,10.0,23.5,0,13.5,1
2022-09-25,2022.0,9.0,25.0,강원도,15.85,10.75,22.700000000000003,0,11.950000000000003,0
2022-09-26,2022.0,9.0,26.0,강원도,16.700000000000003,11.3,24.3,0,13.0,0
2022-09-27,2022.0,9.0,27.0,강원도,16.85,11.05,25.0,0,13.95,0
2022-09-28,2022.0,9.0,28.0,강원도,16.45,10.15,23.9,0,13.749999999999998,0
2022-09-29,2022.0,9.0,29.0,강원도,17.8,12.15,26.25,0,14.1,0
2022-09-30,2022.0,9.0,30.0,강원도,18.3,11.75,27.2,0,15.45,0
2023-05-20,2023.0,5.0,20.0,강원도,19.25,10.9,26.2,0,15.299999999999999,0
2023-05-21,2023.0,5.0,21.0,강원도,20.0,17.05,24.35,0,7.300000000000001,2
2023-05-22,2023.0,5.0,22.0,강원도,16.85,11.45,21.8,0,10.350000000000001,0
2023-05-23,2023.0,5.0,23.0,강원도,15.85,8.35,23.55,0,15.200000000000001,0
2023-05-24,2023.0,5.0,24.0,강원도,17.55,8.5,25.5,0,17.0,0
2023-05-25,2023.0,5.0,25.0,강원도,19.05,12.55,25.65,0,13.099999999999998,0
2023-05-26,2023.0,5.0,26.0,강원도,19.65,14.05,25.2,0,11.149999999999999,1
2023-05-27,2023.0,5.0,27.0,강원도,18.4,14.9,22.4,0,7.499999999999998,0
2023-05-28,2023.0,5.0,28.0,강원도,17.9,16.45,19.7,0,3.25,0
2023-05-29,2023.0,5.0,29.0,강원도,19.700000000000003,16.35,24.2,0,7.849999999999998,1
2023-05-30,2023.0,5.0,30.0,강원도,18.15,14.15,23.2,0,9.049999999999999,0
2023-05-31,2023.0,5.0,31.0,강원도,18.9,11.7,25.3,0,13.600000000000001,0
2023-06-01,2023.0,6.0,1.0,강원도,20.950000000000003,15.95,26.7,0,10.75,0
2023-06-02,2023.0,6.0,2.0,강원도,20.55,16.299999999999997,25.85,0,9.550000000000004,0
2023-06-03,2023.0,6.0,3.0,강원도,21.35,13.7,27.95,0,14.25,0
2023-06-04,2023.0,6.0,4.0,강원도,21.5,14.25,27.85,0,13.600000000000001,0
2023-06-05,2023.0,6.0,5.0,강원도,21.65,14.3,27.75,0,13.45,0
2023-06-06,2023.0,6.0,6.0,강원도,20.85,16.05,26.2,0,10.149999999999999,0
2023-06-07,2023.0,6.0,7.0,강원도,22.0,17.35,26.6,0,9.25,0
2023-06-08,2023.0,6.0,8.0,강원도,21.8,17.5,27.15,0,9.649999999999999,0
2023-06-09,2023.0,6.0,9.0,강원도,19.8,14.3,25.8,0,11.5,0
2023-06-10,2023.0,6.0,10.0,강원도,19.4,15.05,26.25,0,11.2,1
2023-06-11,2023.0,6.0,11.0,강원도,19.35,15.5,25.6,0,10.100000000000001,0
2023-06-12,2023.0,6.0,12.0,강원도,19.65,15.8,24.65,0,8.849999999999998,0
